,temp,clouds_all,traffic_volume,day_sin,day_cos
0,0.7600188590287602,0.0,0.7587554067252685,0.5658262487966409,1.270095140171179e-12
1,0.7381738173817385,0.0,0.5607646155992744,0.43417375121211266,1.166289287368727e-13
2,0.6988841741316993,0.0,0.4635133249616297,0.3070072036924991,0.034074173711329314
3,0.668238252396669,0.0,0.37002930096274594,0.19299279631231453,0.09990042250305037
4,0.6430928807166434,0.0,0.32510115808567047,0.09990042250921416,0.19299279630428118
5,0.644035832154644,0.0,0.27389423747732666,0.034074173712394795,0.307007203689924
6,0.6465503693226462,0.0,0.13994697921026927,1.436295526957565e-12,0.43417375120207335
7,0.6423070878516426,0.0,0.07632203153341706,9.032774528350274e-13,0.5658262487938779
8,0.6380638063806381,0.0,0.03781219478163807,0.0340741737108321,0.6929927963063032
9,0.6251768033946257,0.0,0.023440770196735034,0.09990042250226067,0.8070072036866567
10,0.6135470689926144,0.0,0.0393470071159481,0.19299279630907484,0.9000995774944636
11,0.6204620462046209,0.0,0.09725129063764476,0.30700720368872647,0.9659258262871078
12,0.6261197548326263,0.0,0.34533277521975725,0.43417375120078805,0.9999999999983924
13,0.6228194247996233,0.0,0.7547090832984512,0.5658262487925922,0.9999999999992628
14,0.6251768033946257,0.0,0.8634017022464071,0.6929927963051046,0.96592582628966
15,0.6331918906176335,0.0,0.7191293428212641,0.8070072036856266,0.9000995774985234
16,0.6386924406726382,0.0,0.6389005162550578,0.9000995774936718,0.8070072036919477
17,0.6467075278956469,0.0,0.5957862425003488,0.9659258262866082,0.6929927963124645
18,0.6842684268426846,0.0,0.6270406027626622,0.9999999999991764,0.565826248793214
19,0.7141285557127142,0.0,0.6425282544997907,0.9999999999994265,0.43417375120868534
20,0.7573471632877573,0.0,0.6041579461420399,0.9659258262901497,0.30700720369608536
21,0.7881502435957883,0.08,0.6790846937351751,0.900099577494838,0.1929927963095721
22,0.8021373565928029,0.08,0.7074089577228966,0.8070072036929687,0.09990042250711018
23,0.8027659908848039,0.08,0.7873587275010464,0.6929927963136546,0.03407417371388144
24,0.7821782178217833,0.24,0.685782056648528,0.5658262487944916,9.870992911942267e-13
25,0.7648907747917648,0.24,0.6176922003627738,0.4341737512099634,3.9956926656259384e-13
26,0.73000157158573,0.24,0.4855588112180829,0.30700720369727647,0.03407417370935051
27,0.71035674996071,0.36,0.3954234686758756,0.19299279631059468,0.09990042250437003
28,0.6999842841427006,0.36,0.5035579740477186,0.09990042250789449,0.19299279630600102
29,0.6911834040546911,0.36,0.3249616296916423,0.03407417371156524,0.3070072036919268
30,0.6792393525066793,0.2,0.22519882796149016,1.1534107002830751e-12,0.43417375120422264
31,0.6731101681596736,0.2,0.15096972233849587,2.283728761653947e-13,0.5658262487887512
32,0.6633663366336644,0.2,0.09250732524068649,0.03407417371166166,0.6929927963083059
33,0.6616375923306621,0.56,0.07715920189758617,0.09990042250358039,0.8070072036883766
34,0.6474933207606477,0.56,0.04674201199944189,0.19299279630497246,0.9000995774913157
35,0.6423070878516426,0.56,0.055671829217245714,0.3070072036907292,0.9659258262879374
36,0.6404211849756405,0.24,0.11790149295381612,0.43417375120293733,0.9999999999986753
37,0.637435172088638,0.24,0.21515278359146087,0.5658262487874656,0.9999999999999378
38,0.6360207449316362,0.24,0.33793777033626343,0.6929927963071073,0.9659258262888304
39,0.6405783435486403,0.2,0.4672805916003907,0.8070072036873465,0.9000995774972038
40,0.6553512494106548,0.0,0.5085809962327333,0.9000995774949915,0.8070072036902278
41,0.6665095080936667,0.0,0.5547648946560625,0.9659258262874377,0.6929927963104617
42,0.6925978312116929,0.0,0.6026231338077298,0.9999999999985014,0.5658262487983406
43,0.7527895646707532,0.12,0.6200641830612529,0.9999999999991436,0.43417375120653606
44,0.792236366493793,0.12,0.6010883214734198,0.9659258262893201,0.30700720369408263
45,0.8079522237938082,0.12,0.5826705734616994,0.9000995774979859,0.1929927963136745
46,0.8191104824768192,0.0,0.5927166178317287,0.8070072036912488,0.09990042250579051
47,0.8587144428728588,0.0,0.5575554625366261,0.6929927963116518,0.03407417371305188
48,0.7994656608518,0.0,0.5321612948234965,0.5658262487996184,1.6620593790150906e-12
49,0.77982083922678,0.0,0.5144411887819171,0.4341737512078141,6.82509604388315e-13
50,0.7411598302687419,0.0,0.4633737965676015,0.3070072036952737,0.03407417371018007
51,0.7105139085337115,0.0,0.3940281847355937,0.19299279630887484,0.0999004225056897
52,0.6973125884016977,0.0,0.373098925631366,0.09990042250657477,0.19299279630772087
53,0.7034417727487035,0.0,0.40016743407283384,0.03407417371354404,0.3070072036871495
54,0.6647807637906653,0.0,0.2863122645458351,8.704148513061227e-13,0.43417375120637186
55,0.6665095080936667,0.32,0.2345472303613785,5.113687251423471e-13,0.5658262487909005
56,0.6500078579286499,0.32,0.09250732524068649,0.03407417370968285,0.6929927963035286
57,0.6421499292786428,0.32,0.07715920189758617,0.0999004225049,0.8070072036900964
58,0.6342920006286348,0.08,0.04185851820845542,0.1929927963066923,0.9000995774926355
59,0.6267483891246264,0.08,0.03725408120552533,0.3070072036859519,0.9659258262859586
60,0.6204620462046209,0.08,0.06097390819031673,0.4341737512050866,0.9999999999989583
61,0.6154329718686156,0.0,0.11120413004046324,0.5658262487896148,0.9999999999996548
62,0.6115040075436116,0.0,0.16896888516813172,0.6929927963091101,0.9659258262880008
63,0.6226622662266226,0.0,0.2644063066834101,0.8070072036890663,0.9000995774958841
64,0.6399497092566402,0.0,0.3657039207478722,0.9000995774918437,0.8070072036943302
65,0.6834826339776838,0.0,0.4854192828240547,0.9659258262882673,0.6929927963084589
66,0.7435172088637434,0.0,0.5258825170922282,0.9999999999987845,0.5658262487961914
67,0.8035517837498038,0.0,0.537044788614483,0.9999999999998185,0.43417375121166274
68,0.8337262297658339,0.0,0.5484861169247942,0.9659258262884904,0.3070072036920798
69,0.8374980355178381,0.0,0.5462536626203432,0.9000995774966662,0.19299279631195465
70,0.8393839383938402,0.08,0.548346588530766,0.8070072036953512,0.09990042250893838
71,0.8659437372308667,0.08,0.589088879586996,0.6929927963096489,0.03407417371222232
72,0.8203677510608203,0.08,0.5977396400167434,0.565826248797469,1.3790635300381382e-12
73,0.7925506836397926,0.0,0.5345332775219757,0.43417375121294083,7.605027718682322e-15
74,0.7355021216407356,0.0,0.5689967908469373,0.30700720369327084,0.03407417371100968
75,0.7029702970297032,0.0,0.43365424863959817,0.19299279631297722,0.09990042250254183
76,0.6886688668866889,0.0,0.2898004743965397,0.0999004225052551,0.19299279630944072
77,0.6756247053276758,0.0,0.18906097390819032,0.03407417371271443,0.3070072036891523
78,0.6639949709256645,0.0,0.11790149295381612,1.5453749391269866e-12,0.4341737512012452
79,0.6647807637906653,0.0,0.0612529649783731,7.94253551816837e-13,0.5658262487930498
80,0.6595945308816602,0.0,0.04102134784428631,0.03407417371051247,0.6929927963055315
81,0.6511079679396512,0.0,0.021068787498255897,0.09990042250175218,0.8070072036859941
82,0.6509508093666514,0.0,0.031812473838426114,0.19299279630841215,0.9000995774939551
83,0.6154329718686156,0.0,0.10311148318682853,0.30700720368795476,0.9659258262867882
84,0.6352349520666354,0.0,0.35523929119575837,0.43417375119995993,0.9999999999982834
85,0.6390067578186396,0.0,0.7559648388447049,0.5658262487917641,0.9999999999993718
86,0.6361779035046369,0.0,0.8306125296497837,0.6929927963043327,0.9659258262899797
87,0.6501650165016506,0.0,0.6641551555741593,0.8070072036907862,0.9000995774945644
88,0.6666666666666674,0.0,0.6089019115389982,0.9000995774931633,0.8070072036926104
89,0.7185289957567194,0.0,0.5480675317427096,0.9659258262862884,0.6929927963132363
90,0.7727487034417728,0.0,0.5809962327333612,0.9999999999990674,0.5658262487940421
91,0.8337262297658339,0.0,0.5934142598018697,0.9999999999995355,0.43417375120951346
92,0.8573000157158579,0.0,0.583926329007953,0.9659258262904693,0.3070072036968571
93,0.8503850385038505,0.0,0.6149016324822101,0.9000995774953465,0.1929927963102348
94,0.8448844884488449,0.0,0.7068508441467839,0.8070072036936313,0.09990042250761871
95,0.8725443972968736,0.0,0.8925631365982978,0.6929927963144263,0.03407417371420113
96,0.8294829482948303,0.0,0.8234965815543462,0.5658262487953198,1.096123192212417e-12
97,0.8040232594688042,0.0,0.5849030277661503,0.43417375121079155,2.9054536554440347e-13
98,0.7733773377337738,0.0,0.3951444118878192,0.30700720369126805,0.034074173711839295
99,0.7557755775577566,0.0,0.285475094181666,0.19299279631125738,0.09990042250386155
100,0.7443030017287442,0.08,0.23566345751360399,0.09990042250840298,0.19299279630533833
101,0.7344020116297352,0.08,0.18027068508441468,0.03407417371188487,0.3070072036911551
102,0.7224579600817234,0.08,0.12376168550299986,1.2624346013012655e-12,0.43417375120339446
103,0.7094137985227094,0.12,0.08371703641691085,1.1934897514720433e-13,0.5658262487879231
104,0.6999842841427006,0.12,0.0778568438677271,0.034074173711342026,0.6929927963075342
105,0.6966839541096976,0.12,0.06195060694851402,0.09990042250307185,0.807007203687714
106,0.6919691969196928,0.44,0.06236919213059858,0.19299279630430982,0.9000995774908073
107,0.6932264655036939,0.44,0.12627319659550718,0.3070072036899575,0.9659258262876178
108,0.6936979412226933,0.44,0.409376308078694,0.4341737512021092,0.9999999999985663
109,0.6979412226936987,0.64,0.8031254360262313,0.5658262487939134,0.999999999999089
110,0.6946408926606948,0.64,0.8491698060555323,0.6929927963063356,0.96592582628915
111,0.6875687568756876,0.64,0.7460583228687038,0.8070072036866838,0.9000995774977123
112,0.6889831840326894,0.64,0.6772708246128086,0.900099577494483,0.8070072036908905
113,0.6990413327046991,0.64,0.5547648946560625,0.965925826287118,0.6929927963112334
114,0.7224579600817234,0.64,0.5705316031812474,0.9999999999983924,0.5658262487991688
115,0.7617476033317625,0.64,0.6054137016882936,0.9999999999992526,0.43417375120736423
116,0.7887788778877884,0.64,0.6165759732105484,0.9659258262896397,0.30700720369485435
117,0.8431557441458435,0.64,0.7035021626901075,0.9000995774984943,0.19299279631433713
118,0.836240766933837,0.48,0.7682433375191852,0.8070072036919116,0.09990042250629899
119,0.8239823982398238,0.48,0.8461001813869122,0.6929927963124235,0.034074173713371514
120,0.8170674210278173,0.48,0.7863820287428491,0.5658262487931706,8.131273432354647e-13
121,0.8057520037718064,0.92,0.5670433933305428,0.43417375120864227,5.734857033701246e-13
122,0.7832783278327837,0.92,0.3977954513743547,0.3070072036960454,0.034074173709860434
123,0.764733616218765,0.92,0.31519464210966935,0.19299279630953753,0.09990042250518122
124,0.7446173188747447,1.0,0.2773824473280313,0.09990042250708331,0.19299279630705818
125,0.7298444130127302,1.0,0.160876238314497,0.034074173713863676,0.3070072036863778
126,0.726072607260726,1.0,0.14301660387888934,9.79438752324313e-13,0.43417375120554375
127,0.7183718371837187,0.88,0.05595088600530208,4.0228931297292547e-13,0.5658262487900724
128,0.7152286657237155,0.88,0.02804520719966513,0.03407417370936322,0.6929927963027569
129,0.6855256954266857,0.88,0.018138691223664013,0.09990042250439157,0.8070072036894338
130,0.6759390224736763,0.92,0.0283242639877215,0.19299279630602967,0.900099577492127
131,0.6767248153386771,0.92,0.10283242639877216,0.30700720369196033,0.9659258262884474
132,0.7497564042118499,0.92,0.35607646155992745,0.43417375120425844,0.9999999999988493
133,0.6892346377494891,0.8,0.7498255895074647,0.5658262487887867,0.9999999999997639
134,0.6892346377494891,0.8,0.82782196176922,0.6929927963083384,0.9659258262883205
135,0.6892346377494891,0.8,0.8087065717873587,0.8070072036884036,0.9000995774963927
136,0.6801037246581809,0.0,0.6622017580577647,0.9000995774913352,0.8070072036949929
137,0.6801037246581809,0.0,0.5832286870378122,0.9659258262879477,0.6929927963092306
138,0.6801037246581809,0.0,0.6077856843867727,0.9999999999986755,0.5658262487970195
139,0.6988841741316993,0.0,0.6234128645179293,0.9999999999999275,0.4341737512124909
140,0.6988841741316993,0.0,0.6089019115389982,0.9659258262888102,0.3070072036928515
141,0.6988841741316993,0.0,0.6747593135203014,0.9000995774971747,0.1929927963126173
142,0.7132484677039135,0.0,0.7314078414957443,0.8070072036901916,0.09990042250497932
143,0.7132484677039135,0.0,0.8081484582112459,0.6929927963104207,0.034074173712541955
144,0.7132484677039135,0.0,0.7777312683131017,0.5658262487982972,1.4880874310563286e-12
145,0.6756404211849758,0.0,0.5738802846379237,0.43417375120649304,8.56481552347077e-13
146,0.6756404211849758,0.0,0.43672387330821827,0.30700720369404255,0.03407417371069005
147,0.6756404211849758,0.0,0.34965815543463097,0.19299279631363997,0.09990042250203335
148,0.6377966368065384,0.0,0.32691502720803683,0.09990042250576359,0.19299279630877803
149,0.6377966368065384,0.0,0.24738384261197152,0.03407417371303406,0.30700720368838064
150,0.6377966368065384,0.0,0.2786382028742849,1.654398840145177e-12,0.434173751200417
151,0.6180260883231177,0.0,0.07478721919910702,6.852851619498779e-13,0.5658262487922217
152,0.6180260883231177,0.0,0.044090972512906376,0.03407417371019272,0.6929927963047597
153,0.6011158258683014,0.0,0.02246407143853774,0.09990042250571124,0.8070072036911535
154,0.6011158258683014,0.0,0.02944049113994698,0.19299279630774951,0.9000995774934466
155,0.6011158258683014,0.0,0.10004185851820846,0.30700720368718304,0.9659258262864685
156,0.5767876787678774,0.0,0.36151806892702665,0.4341737512064077,0.9999999999991322
157,0.5767876787678774,0.0,0.7750802288265661,0.565826248790936,0.9999999999994809
158,0.5767876787678774,0.0,0.845123482628715,0.6929927963035611,0.9659258262902992
159,0.6382366808109379,0.36,0.778707967071299,0.8070072036901235,0.9000995774950729
160,0.6378909319503401,0.0,0.6361099483744942,0.9000995774926548,0.8070072036932731
161,0.6378909319503401,0.0,0.589926049951165,0.9659258262859688,0.6929927963140079
